radio,mcc,mnc,area,cid,lon,lat,range
GSM,605,1,55303,45602,10.737781,34.794239000000005,1000
GSM,605,1,55302,45085,10.705490112305,34.71061706543,1000
GSM,605,1,55303,46433,10.702743530273,35.115737915039,1000
GSM,605,1,55303,40184,10.654678344727,35.231094360352,1000
GSM,605,1,55303,45631,10.742798,34.791412,1000
GSM,605,1,55303,45936,10.639571,35.220108,1305
GSM,605,1,55305,45845,10.732955932617001,34.775161743164,1000
GSM,605,1,55304,37703,9.7029876708984,34.624099731445,1000
GSM,605,1,55303,46352,10.686264038086,35.133590698242,1000
GSM,605,1,55403,48022,10.657424926757999,35.794143676758,1000
GSM,605,1,55541,40174,10.664978,35.421982,1000
GSM,605,1,55531,40172,10.67253112793,35.41374206543,1000
GSM,605,1,55541,40272,11.025465,35.42953499999999,2300
GSM,605,1,55541,40023,11.048812866211,35.518112182617,1000
GSM,605,1,55501,40162,10.653305053711,35.310745239258,1000
GSM,605,1,55541,40141,10.732955932617001,35.310745239258,1000
GSM,605,1,55541,40122,10.705490112305,35.111618041992,1000
GSM,605,1,55541,43203,10.768661,35.430222,1096
GSM,605,1,55603,60333,11.103744506836,33.496627807617,1000
GSM,605,1,55601,60931,10.95817565918,33.870162963867,1000
GSM,605,1,55602,60882,10.638198852539,33.419723510742,1000
GSM,605,1,55603,60301,11.102028,33.502464,1000
GSM,605,1,55602,60531,10.966415405272999,33.459548950195,1000
GSM,605,1,55601,60611,10.985641479492,33.85368347168,1000
GSM,605,1,55601,60912,10.95817565918,33.870162963867,1000
GSM,605,1,55603,60352,11.02272,33.592759,1272
GSM,605,1,55602,60522,11.118850708008,33.37028503418,1000
GSM,605,1,55602,60691,10.48645,33.349686,1000
GSM,605,1,55601,60231,10.91423034668,33.727340698242,1000
GSM,605,1,55602,60631,10.580520629882999,33.362045288086,1000
GSM,605,1,55541,40472,10.633392,35.470734,1000
GSM,605,1,55601,60234,10.930709838867,33.67790222168,1000
GSM,605,1,55541,40441,10.829086303711,35.437088012695,1000
GSM,605,1,55541,42371,11.032333374022999,35.542831420898,1000
GSM,605,1,55603,60272,11.1129,33.537598,1000
GSM,605,1,55541,43222,10.774154663086,35.419235229492,1000
GSM,605,1,55603,60355,11.032791,33.601913,2545
GSM,605,1,55541,40474,10.63202,35.47554,1154
GSM,605,1,55602,60892,10.695877075195,33.478775024414,1000
GSM,605,1,55901,55151,7.873214999999999,33.877853,1000
GSM,605,1,55702,57881,10.006479,33.618165000000005,4040
GSM,605,1,55901,55422,7.707595825195299,33.83171081543,1000
GSM,605,1,55901,55155,7.882003784179701,33.879776000977,1000
GSM,605,1,55901,55423,8.010137,34.053305,13330
GSM,605,1,55702,57851,10.281838,33.661424,4705
GSM,605,1,55603,60572,11.084518432617,33.425216674805,1000
GSM,605,1,55603,60373,11.09001159668,33.533706665039,1000
GSM,605,1,55701,57574,10.087509155273,33.899002075195,1000
GSM,605,1,55701,57733,10.349807739257999,33.607864379883,1000
GSM,605,1,55202,42835,10.89225769043,35.641708374023,1000
GSM,605,1,55201,43413,10.811233520508,35.766677856445,1000
GSM,605,1,55201,42555,10.893632,35.678787,1106
GSM,605,1,55201,43265,10.842823,35.702135,2506
GSM,605,1,55202,43012,10.811233520508,35.564804077148,1000
GSM,605,1,55201,43444,10.92247,35.682907,1000
GSM,605,1,55201,44971,10.79475402832,35.77766418457,1000
GSM,605,1,55201,43412,10.815903,35.758987,1404
GSM,605,1,55201,44861,10.847683,35.726121,3730
GSM,605,1,55202,42875,10.884017944336,35.604629516602,1000
GSM,605,1,55202,43216,10.824966430664,35.555191040039,1000
GSM,605,1,55203,43142,10.624008,35.562058,1000
GSM,605,1,55301,47401,10.757675170897999,34.739456176758,1000
GSM,605,1,55301,46665,10.762482,34.744949,1000
GSM,605,1,55301,45601,10.742568969727001,34.794387817383,1000
GSM,605,1,55301,45035,10.759048461914,34.739456176758,1000
GSM,605,1,55301,45642,10.723342895507999,34.794387817383,1000
GSM,605,1,55203,42663,10.695877,35.778122,1455
GSM,605,1,55301,46646,10.741195678711,34.76692199707,1000
GSM,605,1,55301,46722,10.746689,34.73877,1000
GSM,605,1,55304,46405,10.032577514648,33.93196105957,1000
GSM,605,1,55301,47404,10.759048461914,34.740829467773,1000
GSM,605,1,55302,45476,10.704116821289,34.728469848633,1000
GSM,605,1,55303,40503,10.649185180664,35.235214233398,1000
GSM,605,1,55303,45605,10.738232,34.79381,1000
GSM,605,1,55303,46582,10.69450378418,35.126724243164,1000
GSM,605,1,55304,46211,10.178146362305,34.75456237793,1000
GSM,605,1,55303,46121,10.715103149414,35.055313110352,1000
GSM,605,1,55303,46834,10.753555297852001,34.839706420898,1000
GSM,605,1,55306,45435,10.790634155272999,34.758682250977,1000
GSM,605,1,55302,45471,10.708236694336,34.731216430664,1000
GSM,605,1,55303,45952,10.723342895507999,34.883651733398,1000
GSM,605,1,55303,40185,10.668411254882999,35.169296264648,1000
GSM,605,1,55303,45943,10.72883605957,35.03059387207,1000
GSM,605,1,55304,45926,10.385513,34.491577,1000
GSM,605,1,55303,46341,10.893630981445,35.47966003418,1000
GSM,605,1,55304,45592,10.248184204102,34.279403686523,1000
GSM,605,1,55303,45302,10.742798,34.791794,1000
GSM,605,1,55304,46221,10.171279907227,34.418106079102,1000
GSM,605,1,55302,45193,10.724716186523,34.740829467773,1000
GSM,605,1,55303,45953,10.71647644043,34.893264770508,1000
GSM,605,1,55303,45306,10.742226,34.795075,1000
GSM,605,1,55403,48113,10.672074,35.78682,1261
GSM,605,1,55541,40042,11.03714,35.496826,1000
GSM,605,1,55541,40091,11.03302,35.53665200000001,1000
GSM,605,1,55541,40053,11.048813,35.500259,1000
GSM,605,1,55541,40065,11.052932739258,35.509872436523,1000
GSM,605,1,55541,40176,10.655366,35.449448,1588
GSM,605,1,55541,40273,11.033706665039,35.548324584961,1000
GSM,605,1,55541,40163,10.673218,35.395203,1000
GSM,605,1,55541,40283,11.037826538086,35.394515991211,1000
GSM,605,1,55541,43224,10.84831237793,35.497512817383,1000
GSM,605,1,55603,60303,11.081771850586,33.493881225586,1000
GSM,605,1,55602,60962,11.231460571289,33.135452270508,1000
GSM,605,1,55601,60153,10.985641479492,33.85368347168,1000
GSM,605,1,55601,60612,10.985641479492,33.85368347168,1000
GSM,605,1,55603,60302,11.097565,33.498688,1000
GSM,605,1,55541,42951,10.625839,35.53230300000001,1000
GSM,605,1,55602,60402,10.58464050293,33.59001159668,1000
GSM,605,1,55541,40415,10.916976928711,35.400009155273,1000
GSM,605,1,55603,60325,11.084518432617,33.425216674805,1000
GSM,605,1,55541,40473,10.629272,35.488586,1000
GSM,605,1,55541,40316,11.033706665039,35.461807250977,1000
GSM,605,1,55602,60532,10.966415405272999,33.459548950195,1000
GSM,605,1,55541,43206,10.783767700195,35.432968139648,1000
GSM,605,1,55541,42955,10.63179,35.495682,1000
GSM,605,1,55541,40442,10.808486938477001,35.357437133789,1000
GSM,605,1,55601,60232,10.91423034668,33.727340698242,1000
GSM,605,1,55601,60235,10.91423034668,33.727340698242,1000
GSM,605,1,55541,40403,10.888137817383,35.483779907227,1000
GSM,605,1,55701,57702,9.9721527099609,33.552932739258,1000
GSM,605,1,55701,57582,10.10204,33.859984000000004,1000
GSM,605,1,55702,57772,9.937751,33.931284000000005,14368
GSM,605,1,55901,55351,7.619247,33.761672999999995,1000
GSM,605,1,55702,45902,9.990002,34.149628,6958
GSM,605,1,55702,45905,9.9941253662109,34.212112426758,1000
GSM,605,1,55702,57892,10.006484985352,33.635330200195,1000
GSM,605,1,55702,57712,9.985886,34.061737,1145
GSM,605,1,55702,57863,10.16716003418,33.650436401367,1000
GSM,605,1,55101,50274,9.280024,34.517677,4376
GSM,605,1,55201,42726,10.770721,35.748825,1000
GSM,605,1,55201,42736,10.822219848633,35.708999633789,1000
GSM,605,1,55202,43014,10.80436706543,35.560684204102,1000
GSM,605,1,55202,43016,10.804923,35.565417,1000
GSM,605,1,55202,45004,10.805740356445,35.55793762207,1000
GSM,605,1,55202,42743,10.834579467772999,35.676040649414,1000
GSM,605,1,55201,42724,10.809403,35.723648,1000
GSM,605,1,55202,42902,11.020798,35.579361,1000
GSM,605,1,55201,43261,10.827713012695,35.751571655273,1000
GSM,605,1,55201,42596,10.813980102539,35.766677856445,1000
GSM,605,1,55202,42872,10.789260864258,35.544204711914,1000
GSM,605,1,55202,42895,10.80436706543,35.551071166992,1000
GSM,605,1,55301,45216,10.756302,34.751816,1000
GSM,605,1,55301,46261,10.754928588867,34.743576049805,1000
GSM,605,1,55203,42646,10.708236694336,35.752944946289,1000
GSM,605,1,55203,42653,10.688324,35.780411,1000
GSM,605,1,55203,42713,10.735016,35.737152,1000
GSM,605,1,55203,42645,10.72554,35.744156,1000
GSM,605,1,55301,45393,10.763168334961,34.742202758789,1000
GSM,605,1,55203,43176,10.627899,35.563088,1186
GSM,605,1,55203,43146,10.607987,35.580826,1326
GSM,605,1,55203,42673,10.702286,35.768509,1000
GSM,605,1,55301,45841,10.741195678711,34.782028198242,1000
GSM,605,1,55301,46723,10.745315551758,34.738082885742,1000
GSM,605,1,55301,46255,10.759049,34.753189,1000
GSM,605,1,55301,45215,10.761795043945,34.747695922852,1000
GSM,605,1,55301,46286,10.75080871582,34.74494934082,1000
GSM,605,1,55301,45214,10.758362,34.752502,1000
GSM,605,1,55301,46426,10.763855,34.731903,1000
GSM,605,1,55203,43143,10.609359741211,35.577163696289,1000
GSM,605,1,55301,46592,10.765914916992,34.733963012695,1000
GSM,605,1,55203,43004,10.699996948242001,35.762557983398,1000
GSM,605,1,55303,45941,10.715103149414,35.070419311523,1000
GSM,605,1,55303,45696,10.77278137207,34.795761108398,1000
GSM,605,1,55302,46475,10.710983276367001,34.73258972168,1000
GSM,605,1,55304,46401,10.71647644043,34.893264770508,1000
GSM,605,1,55302,45092,10.723342895507999,34.739456176758,1000
GSM,605,1,55303,46833,10.733639,34.824602,2374
GSM,605,1,55304,45914,10.169906616211,34.41535949707,1000
GSM,605,1,55303,45933,10.647811889648,35.229721069336,1000
GSM,605,1,55302,46471,10.763168334961,34.747695922852,1000
GSM,605,1,55303,40501,10.65055847168,35.254440307617,1000
GSM,605,1,55302,46483,10.704116821289,34.728469848633,1000
GSM,605,1,55302,45093,10.724716186523,34.740829467773,1000
GSM,605,1,55306,46825,10.790634155272999,34.758682250977,1000
GSM,605,1,55541,40094,11.032791,35.54924000000001,1000
GSM,605,1,55541,40145,10.708236694336,35.295639038086,1000
GSM,605,1,55541,40142,10.708236694336,35.295639038086,1000
GSM,605,1,55541,40092,10.893630981445,35.47966003418,1000
GSM,605,1,55541,40282,11.037826538086,35.394515991211,1000
GSM,605,1,55541,40294,10.960922241211,35.423355102539,1000
GSM,605,1,55541,40295,10.988388061522999,35.410995483398,1000
GSM,605,1,55541,40032,11.017227172852001,35.410995483398,1000
GSM,605,1,55541,40293,10.941696166992,35.410995483398,1000
GSM,605,1,55531,40423,10.676651000977,35.421981811523,1000
GSM,605,1,55541,40036,11.034393,35.547638,1000
GSM,605,1,55541,40113,11.029587,35.560684,1000
GSM,605,1,55541,40413,10.889511108397999,35.476913452148,1000
GSM,605,1,55602,60605,11.217727661133,33.134078979492,1000
GSM,605,1,55541,40313,10.897750854492,35.493392944336,1000
GSM,605,1,55602,60641,10.492630004882999,33.351058959961,1000
GSM,605,1,55601,60202,10.937576293945,33.636703491211,1000
GSM,605,1,55541,40412,10.874404907227001,35.430221557617,1000
GSM,605,1,55601,60101,11.013111,33.841327,2885
GSM,605,1,55541,40542,11.052932739258,35.509872436523,1000
GSM,605,1,55541,43225,10.767288208008,35.43571472168,1000
GSM,605,1,55541,40416,10.889511108397999,35.47004699707,1000
GSM,605,1,55901,55343,7.707595825195299,33.83171081543,1000
GSM,605,1,55603,60382,11.088638305664,33.496627807617,1000
GSM,605,1,55702,57742,10.254458,33.563732,15168
GSM,605,1,55901,55341,7.715835,33.832169,1000
GSM,605,1,55701,57546,10.033950805664,33.927841186523,1000
GSM,605,1,55701,58065,10.149994,33.812484999999995,1000
GSM,605,1,55701,57554,10.033950805664,33.927841186523,1000
GSM,605,1,55202,42913,10.924759,35.665054,1000
GSM,605,1,55301,46593,10.764541625977001,34.733963012695,1000
GSM,605,1,55301,46596,10.763168334961,34.733963012695,1000
GSM,605,1,55301,46282,10.747375,34.739456,1000
GSM,605,1,55301,46663,10.763168334961,34.747695922852,1000
GSM,605,1,55301,45693,10.742568969727001,34.797134399414,1000
GSM,605,1,55301,45391,10.763855,34.74700900000001,1000
GSM,605,1,55301,46824,10.781021118164,34.78889465332,1000
GSM,605,1,55301,45372,10.745315551758,34.738082885742,1000
GSM,605,1,55301,45401,10.765228,34.737396000000004,1000
GSM,605,1,55301,45606,10.732955932617001,34.794387817383,1000
GSM,605,1,55301,45212,10.759735,34.749069,1000
GSM,605,1,55203,42683,10.695877,35.76667800000001,1000
GSM,605,1,55203,42691,10.783767700195,35.754318237305,1000
GSM,605,1,55301,45034,10.761108,34.742889,1000
GSM,605,1,55301,47394,10.757675170897999,34.733963012695,1000
GSM,605,1,55301,45036,10.759048461914,34.743576049805,1000
GSM,605,1,55301,45405,10.761795043945,34.733963012695,1000
GSM,605,1,55301,45311,10.757675170897999,34.733963012695,1000
GSM,605,1,55301,45876,10.742568969727001,34.797134399414,1000
GSM,605,1,55301,46043,10.895004272461,35.47966003418,1000
GSM,605,1,55301,46275,10.790634155272999,34.758682250977,1000
GSM,605,1,55303,45934,10.697250366211,35.12809753418,1000
GSM,605,1,55303,46431,10.649185180664,35.240707397461,1000
GSM,605,1,55303,45695,10.790634155272999,34.758682250977,1000
GSM,605,1,55302,46756,10.665664672852,34.779281616211,1000
GSM,605,1,55303,46831,10.752182006836,34.845199584961,1000
GSM,605,1,55304,45922,10.383453,34.490891,1000
GSM,605,1,55306,46533,10.785142,34.773789,1753
GSM,605,1,55302,45065,10.723342895507999,34.738082885742,1000
GSM,605,1,55302,45194,10.724716186523,34.743576049805,1000
GSM,605,1,55303,45931,10.696564,35.139084000000004,1528
GSM,605,1,55305,45526,10.690383911132999,34.804000854492,1000
GSM,605,1,55302,45502,10.724716186523,34.742202758789,1000
GSM,605,1,55304,45923,10.38208,34.490204,1000
GSM,605,1,55401,48342,10.614166,35.573387,1224
GSM,605,1,55403,48025,10.657424926757999,35.794143676758,1000
GSM,605,1,55541,40166,10.672531,35.391083,1000
GSM,605,1,55541,40046,11.04538,35.52017199999999,1000
GSM,605,1,55541,40062,11.063919067383,35.508499145508,1000
GSM,605,1,55541,40111,11.04538,35.52497899999999,1000
GSM,605,1,55541,40061,11.030960083008,35.552444458008,1000
GSM,605,1,55541,40296,10.921096801758,35.416488647461,1000
GSM,605,1,55541,40106,11.030273,35.567551,1000
GSM,605,1,55541,40292,11.004867553711,35.409622192383,1000
GSM,605,1,55541,40123,10.69108,35.338899,5056
GSM,605,1,55531,40422,10.749435424805,35.445327758789,1000
GSM,605,1,55531,40426,10.67253112793,35.415115356445,1000
GSM,605,1,55541,40143,10.691078,35.331346,4265
GSM,605,1,55541,40044,11.052932739258,35.509872436523,1000
GSM,605,1,55602,60593,11.12434387207,33.351058959961,1000
GSM,605,1,55601,60111,10.985641479492,33.85368347168,1000
GSM,605,1,55601,60033,9.9858856201172,34.056930541992,1000
GSM,605,1,55602,60703,10.492630004882999,33.351058959961,1000
GSM,605,1,55541,40314,11.056366,35.49133300000001,1000
GSM,605,1,55601,60044,10.95817565918,33.871536254883,1000
GSM,605,1,55601,60911,10.95817565918,33.871536254883,1000
GSM,605,1,55541,43202,10.824966430664,35.43571472168,1000
GSM,605,1,55541,40491,11.017227172852001,35.410995483398,1000
GSM,605,1,55541,40492,11.013107299805,35.412368774414,1000
GSM,605,1,55601,60203,10.932768,33.733522,1847
GSM,605,1,55541,40433,10.910110473633,35.398635864258,1000
GSM,605,1,55602,60673,10.457617,33.37166,3342
GSM,605,1,55601,60112,10.985641479492,33.85368347168,1000
GSM,605,1,55541,40401,10.938949584961,35.47004699707,1000
GSM,605,1,55541,40402,10.918350219727001,35.439834594727,1000
GSM,605,1,55701,57686,10.028457641602,33.938827514648,1000
GSM,605,1,55901,55416,8.011053,34.050104,9877
GSM,605,1,55701,57685,10.031204223632999,33.933334350586,1000
GSM,605,1,55701,57581,10.108108520507999,33.864669799805,1000
GSM,605,1,55702,57771,9.985886,34.05899,1000
GSM,605,1,55702,57743,10.230331420898,33.71223449707,1000
GSM,605,1,55702,57722,10.161666870117001,33.735580444336,1000
GSM,605,1,55701,57571,10.138320922852,33.82209777832,1000
GSM,605,1,55603,60371,11.089554,33.533249,1183
GSM,605,1,55701,57683,10.028457641602,33.937454223633,1000
GSM,605,1,55901,55153,7.732303,33.817988,9812
GSM,605,1,55901,55154,7.873763999999999,33.877373,1000
GSM,605,1,55701,57731,10.411605834961,33.596878051758,1000
GSM,605,1,55301,45305,10.745315551758,34.793014526367,1000
GSM,605,1,55301,46724,10.746689,34.738083,1000
GSM,605,1,55301,45236,10.763168334961,34.747695922852,1000
GSM,605,1,55301,46591,10.765914916992,34.733963012695,1000
GSM,605,1,55301,45414,10.757675170897999,34.733963012695,1000
GSM,605,1,55301,45213,10.756989,34.753189,1000
GSM,605,1,55301,45233,10.761795043945,34.743576049805,1000
GSM,605,1,55301,45234,10.779648,34.756623,1030
GSM,605,1,55305,45163,10.732955932617001,34.775161743164,1000
GSM,605,1,55303,46836,10.749435424805,34.860305786133,1000
GSM,605,1,55303,45304,10.75859,34.813614,1742
GSM,605,1,55304,45582,10.124588012695,34.084396362305,1000
GSM,605,1,55303,45942,10.723342895507999,35.042953491211,1000
GSM,605,1,55303,46376,10.686264038086,35.133590698242,1000
GSM,605,1,55303,45604,10.738449,34.795761,1000
GSM,605,1,55303,46436,10.675277709961,35.166549682617,1000
GSM,605,1,55306,46493,10.790634155272999,34.758682250977,1000
GSM,605,1,55303,45932,10.731582641602,35.027847290039,1000
GSM,605,1,55305,45844,10.743599,34.789925,1000
GSM,605,1,55302,45543,10.67253112793,34.790267944336,1000
GSM,605,1,55303,45723,10.741196,34.82689,1767
GSM,605,1,55303,40361,10.458297729492001,35.170669555664,1000
GSM,605,1,55302,46486,10.70343,34.72847,1000
GSM,605,1,55302,45472,10.704116821289,34.728469848633,1000
GSM,605,1,55304,46172,10.071005,33.986898,7133
GSM,605,1,55302,45475,10.704116821289,34.728469848633,1000
GSM,605,1,55302,45091,10.723342895507999,34.738082885742,1000
GSM,605,1,55403,48114,10.692444,35.770111,1000
GSM,605,1,55403,48772,10.741195678711,35.792770385742,1000
GSM,605,1,55541,40045,11.052932739258,35.509872436523,1000
GSM,605,1,55541,40034,11.041946,35.546951,1000
GSM,605,1,55541,40303,10.893630981445,35.44807434082,1000
GSM,605,1,55541,40073,10.907363891602001,35.449447631836,1000
GSM,605,1,55603,60332,11.084518432617,33.425216674805,1000
GSM,605,1,55541,40411,10.90461730957,35.476913452148,1000
GSM,605,1,55541,43221,10.824966430664,35.519485473633,1000
GSM,605,1,55603,60273,11.096054,33.541123,1374
GSM,605,1,55541,40443,10.793380737305,35.43571472168,1000
GSM,605,1,55603,60351,11.03714,33.593445,2375
GSM,605,1,55602,60672,10.480270385742001,33.34831237793,1000
GSM,605,1,55541,43201,10.842819213867,35.453567504883,1000
GSM,605,1,55602,60541,10.82633972168,33.397750854492,1000
GSM,605,1,55602,62512,10.966415405272999,33.459548950195,1000
GSM,605,1,55602,60606,11.21223449707,33.135452270508,1000
GSM,605,1,55602,60403,10.412973,33.618854,6942
GSM,605,1,55541,42952,10.629959,35.501633,1000
GSM,605,1,55602,60533,10.82633972168,33.397750854492,1000
GSM,605,1,55702,57711,9.992294,34.186478,2855
GSM,605,1,55901,55146,7.745017999999999,33.850251,1723
GSM,605,1,55701,57572,10.138320922852,33.823471069336,1000
GSM,605,1,55701,57752,10.109481811523,33.879776000977,1000
GSM,605,1,55901,55156,7.743301,33.849221,1579
GSM,605,1,55702,57883,9.988629,33.598252,3181
GSM,605,1,55702,57861,10.300406,33.611989,10462
GSM,605,1,55901,55342,7.612838745117201,33.761672973633,1000
GSM,605,1,55901,55352,7.574386596679701,33.731460571289,1000
GSM,605,1,55701,57551,10.021591186523,33.949813842773,1000
GSM,605,1,22202,17591,10.581893920898,36.406631469727,1000
GSM,605,1,22202,17593,10.541377,36.389468,2876
GSM,605,1,10017,1084,10.146561,36.802826,1000
GSM,605,1,55301,45235,10.770034790039,34.746322631836,1000
GSM,605,1,55603,60334,11.11198425293,33.495254516602,1000
GSM,605,1,55701,58091,10.003738,33.987579,1000
GSM,605,1,55303,46774,10.942536,33.485235,17255
GSM,605,1,10003,7561,10.168533325195,36.94221496582,1000
UMTS,605,1,10001,66428,10.180355,36.787851,1000
UMTS,605,1,7719,7282436,10.153427124023,36.843338012695,1000
UMTS,605,1,10001,65899,10.186386108398,36.77604675293,1000
UMTS,605,1,120,149967,10.635452270507999,36.640090942383,1000
UMTS,605,1,10001,66328,10.168533325195,36.777420043945,1000
UMTS,605,1,10001,66688,10.182085,36.79235300000001,1000
UMTS,605,1,10001,65727,10.189819,36.800079,1000
UMTS,605,1,10001,65896,10.187759399414,36.773300170898,1000
UMTS,605,1,10001,65902,10.185012817382999,36.77604675293,1000
UMTS,605,1,10001,65722,10.1754,36.798935,1000
UMTS,605,1,1343,33261,11.117477416992,36.833724975586,1000
UMTS,605,1,10002,66141,10.324059,36.848831,1000
UMTS,605,1,10001,67899,10.180892944336,36.796646118164,1000
UMTS,605,1,10001,67386,10.181435,36.792347,1000
UMTS,605,1,10001,67562,10.161372,36.792204,1000
UMTS,605,1,10001,72773,10.189133,36.803055,1000
UMTS,605,1,10001,69676,10.160293579102,36.792526245117,1000
UMTS,605,1,10002,66140,10.416414,36.84403,3139
UMTS,605,1,10001,67216,10.139694213867001,36.737594604492,1000
UMTS,605,1,10001,67905,10.175399780273,36.787033081055,1000
UMTS,605,1,10002,65650,10.318222,36.872864,1000
UMTS,605,1,10002,66259,10.304489135742001,36.862564086914,1000
UMTS,605,1,10002,65672,10.292129516602,36.87629699707,1000
UMTS,605,1,10001,67898,10.182266235352,36.796646118164,1000
UMTS,605,1,10001,67787,10.176773071289,36.785659790039,1000
UMTS,605,1,10001,66377,10.198767,36.777661,1000
UMTS,605,1,10001,66427,10.182687,36.788363,1000
UMTS,605,1,10001,66804,10.197372436523,36.781539916992,1000
UMTS,605,1,10001,66689,10.182191,36.795122,1000
UMTS,605,1,10001,65707,10.168533325195,36.787033081055,1000
UMTS,605,1,10001,65726,10.194058,36.780084,1000
UMTS,605,1,10001,66084,10.187759399414,36.809005737305,1000
UMTS,605,1,7207,7275924,10.171279907227,36.828231811523,1000
UMTS,605,1,10001,66952,10.183639526367001,36.800765991211,1000
UMTS,605,1,10001,66859,10.161666870117001,36.79801940918,1000
UMTS,605,1,10001,65721,10.180893,36.798935,1000
UMTS,605,1,10001,65718,10.178146,36.797745,1000
UMTS,605,1,10001,66946,10.181606,36.799799,1000
UMTS,605,1,10001,66381,10.201149,36.77192700000001,1000
UMTS,605,1,10001,66691,10.181104,36.790905,1000
UMTS,605,1,10001,66393,10.187759399414,36.807632446289,1000
UMTS,605,1,10001,67372,10.226212,36.761627,1000
UMTS,605,1,10001,69216,10.17951965332,36.781539916992,1000
UMTS,605,1,10001,67559,10.161209,36.792068,1000
UMTS,605,1,10002,66266,10.312728881836,36.874923706055,1000
UMTS,605,1,10001,72903,10.180892944336,36.799392700195,1000
UMTS,605,1,10002,65682,10.330581665039,36.88591003418,1000
UMTS,605,1,10001,7275996,10.149307250977,36.733474731445,1000
UMTS,605,1,10002,66236,10.334701538086,36.883163452148,1000
UMTS,605,1,10002,65653,10.316162,36.872177,1000
UMTS,605,1,10002,65647,10.316848754882999,36.872177124023,1000
UMTS,605,1,10001,72892,10.156174,36.79184,1000
UMTS,605,1,10002,66260,10.309296,36.869431,1000
UMTS,605,1,10001,67423,10.178833,36.797333,1000
UMTS,605,1,10001,69156,10.176773071289,36.793899536133,1000
UMTS,605,1,10001,66200,10.231704711914,36.83235168457,1000
UMTS,605,1,10001,66857,10.167096,36.799204,1000
UMTS,605,1,10001,65719,10.175858,36.798935,1000
UMTS,605,1,10001,65729,10.185012817382999,36.796646118164,1000
UMTS,605,1,10001,66826,10.182266235352,36.769180297852,1000
UMTS,605,1,10001,66327,10.182266235352,36.781539916992,1000
UMTS,605,1,10001,66426,10.175399780273,36.789779663086,1000
UMTS,605,1,10001,66380,10.192566,36.787033,1000
UMTS,605,1,10001,65711,10.172653198242001,36.784286499023,1000
UMTS,605,1,10001,66951,10.183048,36.800065,1000
UMTS,605,1,10001,67401,10.175399780273,36.789779663086,1000
UMTS,605,1,10002,65970,10.31135559082,36.888656616211,1000
UMTS,605,1,10001,142048,10.149307250977,36.733474731445,1000
UMTS,605,1,10001,69066,10.161666870117001,36.800765991211,1000
UMTS,605,1,10002,65680,10.321428,36.886827,2383
UMTS,605,1,10001,72886,10.163040161132999,36.789779663086,1000
UMTS,605,1,10001,68516,10.191402,36.789579,1000
UMTS,605,1,8487,7284190,10.150680541992001,36.846084594727,1000
UMTS,605,1,10001,66432,10.175399780273,36.789779663086,1000
UMTS,605,1,10001,66378,10.192747,36.782258,1000
UMTS,605,1,10001,65706,10.172653198242001,36.784286499023,1000
UMTS,605,1,10001,66186,10.187759399414,36.79801940918,1000
UMTS,605,1,10002,65648,10.315475463867001,36.86393737793,1000
UMTS,605,1,10001,72590,10.18158,36.811752,1000
UMTS,605,1,10002,65973,10.309982299805,36.870803833008,1000
UMTS,605,1,10002,65742,10.282516479492001,36.857070922852,1000
UMTS,605,1,10002,65646,10.314377,36.87355,1000
UMTS,605,1,10001,67279,10.176773071289,36.774673461914,1000
UMTS,605,1,10002,66268,10.312728881836,36.874923706055,1000
UMTS,605,1,10001,67061,10.18913269043,36.796646118164,1000
UMTS,605,1,10001,67561,10.164413452148,36.789779663086,1000
UMTS,605,1,10002,65906,10.28938293457,36.866683959961,1000
UMTS,605,1,10002,65657,10.318222045898,36.909255981445,1000
UMTS,605,1,10002,65651,10.315475463867001,36.86393737793,1000
UMTS,605,1,10002,66437,10.344456,36.869967,1000
UMTS,605,1,10002,65670,10.306892,36.874237,1000
UMTS,605,1,10002,66097,10.31135559082,36.855697631836,1000
UMTS,605,1,10002,65681,10.331954956055,36.883163452148,1000
UMTS,605,1,10001,65897,10.18913269043,36.778793334961,1000
UMTS,605,1,10001,66431,10.180088,36.786413,1000
UMTS,605,1,10001,66947,10.186386108398,36.796646118164,1000
UMTS,605,1,10001,66429,10.178146362305,36.789779663086,1000
UMTS,605,1,10001,66237,10.161666870117001,36.79801940918,1000
UMTS,605,1,120,149423,10.625839233398,36.642837524414,1000
UMTS,605,1,10001,66379,10.190505981445,36.778793334961,1000
UMTS,605,1,10001,66331,10.169906616211,36.773300170898,1000
UMTS,605,1,10002,66100,10.312728881836,36.858444213867,1000
UMTS,605,1,10001,67901,10.180892944336,36.800765991211,1000
UMTS,605,1,10001,67902,10.180892944336,36.796646118164,1000
UMTS,605,1,10001,72766,10.18913269043,36.803512573242,1000
UMTS,605,1,10001,68616,10.17951965332,36.79801940918,1000
UMTS,605,1,10001,67371,10.181301,36.800568,1000
UMTS,605,1,10002,65667,10.307236,36.87149,1000
UMTS,605,1,10002,66440,10.344596,36.869946,1000
UMTS,605,1,10001,7289461,10.132827758789,36.743087768555,1000
UMTS,605,1,10001,67792,10.16716003418,36.785659790039,1000
UMTS,605,1,10001,68796,10.171279907227,36.769180297852,1000
UMTS,605,1,10002,65658,10.323715,36.890717,1000
UMTS,605,1,10001,67418,10.178146,36.791153,1000
UMTS,605,1,10002,66257,10.307235717773,36.868057250977,1000
